Page URL,First Canonical Link URL,Discovered
https://sweet-home.co.il/auth/login,https://sweet-home-ien7.onrender.com/auth/register,07 Jan 2026 (02:01 UTC)
https://sweet-home.co.il/services,https://sweet-home-ien7.onrender.com/projects,07 Jan 2026 (01:54 UTC)
