Page URL,First Canonical Link URL,Discovered
https://sweet-home.co.il/auth/login,https://sweet-home-ien7.onrender.com/blog,06 Jan 2026 (18:30 UTC)
https://sweet-home.co.il/services,https://sweet-home-ien7.onrender.com/projects,06 Jan 2026 (18:30 UTC)
